2026-03-04 21:46:31,071 - train_greyscale_FA_MoE.py - ckpt_root: output_shift_fa/acdc_wholeheart_uncond_fa_ec_4moe8_greyscale_uvit_mid_4by4_l8r9_low16_Y_bound/ckpts
dataset:
  SNR_scale: 4.0
2026-03-06 11:59:19,979 - train_greyscale_FA_MoE.py - {'step': '48900', 'lr': '0.0002', 'total_loss': '0.0112039', 'main_loss': '0.0112039', 'time_per_step': '2.66454'}
2026-03-06 12:03:51,716 - train_greyscale_FA_MoE.py - {'step': '49000', 'lr': '0.0002', 'total_loss': '0.0151266', 'main_loss': '0.0151266', 'time_per_step': '2.66913'}
2026-03-06 12:08:23,471 - train_greyscale_FA_MoE.py - {'step': '49100', 'lr': '0.0002', 'total_loss': '0.0117862', 'main_loss': '0.0117862', 'time_per_step': '2.54446'}
2026-03-06 12:12:54,516 - train_greyscale_FA_MoE.py - {'step': '49200', 'lr': '0.0002', 'total_loss': '0.0151529', 'main_loss': '0.0151529', 'time_per_step': '2.54318'}
2026-03-06 12:17:26,880 - train_greyscale_FA_MoE.py - {'step': '49300', 'lr': '0.0002', 'total_loss': '0.00796399', 'main_loss': '0.00796399', 'time_per_step': '2.69536'}
2026-03-06 12:21:58,599 - train_greyscale_FA_MoE.py - {'step': '49400', 'lr': '0.0002', 'total_loss': '0.0134795', 'main_loss': '0.0134795', 'time_per_step': '2.65742'}
2026-03-06 12:26:28,982 - train_greyscale_FA_MoE.py - {'step': '49500', 'lr': '0.0002', 'total_loss': '0.0105827', 'main_loss': '0.0105827', 'time_per_step': '2.62747'}
2026-03-06 12:31:00,584 - train_greyscale_FA_MoE.py - {'step': '49600', 'lr': '0.0002', 'total_loss': '0.0132039', 'main_loss': '0.0132039', 'time_per_step': '2.63258'}
2026-03-06 12:35:32,150 - train_greyscale_FA_MoE.py - {'step': '49700', 'lr': '0.0002', 'total_loss': '0.0113643', 'main_loss': '0.0113643', 'time_per_step': '2.63756'}
2026-03-06 12:40:04,923 - train_greyscale_FA_MoE.py - {'step': '49800', 'lr': '0.0002', 'total_loss': '0.0107864', 'main_loss': '0.0107864', 'time_per_step': '2.65311'}
2026-03-06 12:44:37,109 - train_greyscale_FA_MoE.py - {'step': '49900', 'lr': '0.0002', 'total_loss': '0.0134184', 'main_loss': '0.0134184', 'time_per_step': '2.63801'}
2026-03-06 12:49:08,511 - train_greyscale_FA_MoE.py - {'step': '50000', 'lr': '0.0002', 'total_loss': '0.00879678', 'main_loss': '0.00879678', 'time_per_step': '2.6694'}
2026-03-06 12:49:08,535 - train_greyscale_FA_MoE.py - Saved expert distribution of layer in_block_0 to output_shift_fa/acdc_wholeheart_uncond_fa_ec_4moe8_greyscale_uvit_mid_4by4_l8r9_low16_Y_bound/samples/expert_distribution_in_block_0_step50000.npy
2026-03-06 12:49:10,859 - train_greyscale_FA_MoE.py - Saved expert distribution of layer out_block_7 to output_shift_fa/acdc_wholeheart_uncond_fa_ec_4moe8_greyscale_uvit_mid_4by4_l8r9_low16_Y_bound/samples/expert_distribution_out_block_7_step50000.npy
2026-03-06 12:49:13,337 - train_greyscale_FA_MoE.py - Save a grid of 16 samples into output_shift_fa/acdc_wholeheart_uncond_fa_ec_4moe8_greyscale_uvit_mid_4by4_l8r9_low16_Y_bound/samples/50000.png by DPM-Solver
2026-03-06 12:49:19,553 - train_greyscale_FA_MoE.py - Finished saving sample grid to output_shift_fa/acdc_wholeheart_uncond_fa_ec_4moe8_greyscale_uvit_mid_4by4_l8r9_low16_Y_bound/samples/50000.png by DPM-Solver.
2026-03-06 12:49:19,616 - train_greyscale_FA_MoE.py - Save and eval checkpoint 50000...
2026-03-06 12:49:22,387 - train_greyscale_FA_MoE.py - eval_step: n_samples=50000, sample_steps=50, algorithm=dpm_solver, mini_batch_size=500, samples save into output_shift_fa/acdc_wholeheart_uncond_fa_ec_4moe8_greyscale_uvit_mid_4by4_l8r9_low16_Y_bound/samples/acdc_wholeheart_uncond_uvit_FA_EC_4MoE8_greyscale_mid_4by4_low16_50000_dpm
2026-03-06 13:45:24,595 - train_greyscale_FA_MoE.py - step=50000 fid50000=22.088309904686696
2026-03-06 13:51:46,159 - is_lpips.py - LPIPS: 0.5194 ± 0.0497
2026-03-06 13:51:46,164 - train_greyscale_FA_MoE.py - step=50000 LPIPS50000=0.5193727694951452
2026-03-06 13:57:01,816 - train_greyscale_FA_MoE.py - {'step': '50100', 'lr': '0.0002', 'total_loss': '0.0131872', 'main_loss': '0.0131872', 'time_per_step': '2.60573'}
2026-03-06 14:01:32,569 - train_greyscale_FA_MoE.py - {'step': '50200', 'lr': '0.0002', 'total_loss': '0.0126121', 'main_loss': '0.0126121', 'time_per_step': '2.64941'}
2026-03-06 14:06:02,362 - train_greyscale_FA_MoE.py - {'step': '50300', 'lr': '0.0002', 'total_loss': '0.0114419', 'main_loss': '0.0114419', 'time_per_step': '2.5424'}
2026-03-06 14:10:32,880 - train_greyscale_FA_MoE.py - {'step': '50400', 'lr': '0.0002', 'total_loss': '0.0133971', 'main_loss': '0.0133971', 'time_per_step': '2.53301'}
2026-03-06 14:15:04,584 - train_greyscale_FA_MoE.py - {'step': '50500', 'lr': '0.0002', 'total_loss': '0.012613', 'main_loss': '0.012613', 'time_per_step': '2.60102'}
2026-03-06 14:19:34,844 - train_greyscale_FA_MoE.py - {'step': '50600', 'lr': '0.0002', 'total_loss': '0.0107205', 'main_loss': '0.0107205', 'time_per_step': '2.63324'}
2026-03-06 14:24:05,753 - train_greyscale_FA_MoE.py - {'step': '50700', 'lr': '0.0002', 'total_loss': '0.0120412', 'main_loss': '0.0120412', 'time_per_step': '2.64202'}
2026-03-06 14:28:36,430 - train_greyscale_FA_MoE.py - {'step': '50800', 'lr': '0.0002', 'total_loss': '0.0130361', 'main_loss': '0.0130361', 'time_per_step': '2.59802'}
2026-03-06 14:33:06,168 - train_greyscale_FA_MoE.py - {'step': '50900', 'lr': '0.0002', 'total_loss': '0.010666', 'main_loss': '0.010666', 'time_per_step': '2.60628'}
2026-03-06 14:37:37,684 - train_greyscale_FA_MoE.py - {'step': '51000', 'lr': '0.0002', 'total_loss': '0.0140432', 'main_loss': '0.0140432', 'time_per_step': '2.60768'}
2026-03-06 14:42:08,510 - train_greyscale_FA_MoE.py - {'step': '51100', 'lr': '0.0002', 'total_loss': '0.0113528', 'main_loss': '0.0113528', 'time_per_step': '2.62305'}
2026-03-06 14:46:39,337 - train_greyscale_FA_MoE.py - {'step': '51200', 'lr': '0.0002', 'total_loss': '0.0121178', 'main_loss': '0.0121178', 'time_per_step': '2.63681'}
2026-03-06 14:51:10,010 - train_greyscale_FA_MoE.py - {'step': '51300', 'lr': '0.0002', 'total_loss': '0.0108062', 'main_loss': '0.0108062', 'time_per_step': '2.62202'}
2026-03-06 14:55:40,569 - train_greyscale_FA_MoE.py - {'step': '51400', 'lr': '0.0002', 'total_loss': '0.0116005', 'main_loss': '0.0116005', 'time_per_step': '2.62503'}
2026-03-06 15:00:11,512 - train_greyscale_FA_MoE.py - {'step': '51500', 'lr': '0.0002', 'total_loss': '0.0116747', 'main_loss': '0.0116747', 'time_per_step': '2.54548'}
2026-03-06 15:04:41,840 - train_greyscale_FA_MoE.py - {'step': '51600', 'lr': '0.0002', 'total_loss': '0.0137561', 'main_loss': '0.0137561', 'time_per_step': '2.54165'}
2026-03-06 15:09:12,453 - train_greyscale_FA_MoE.py - {'step': '51700', 'lr': '0.0002', 'total_loss': '0.00773394', 'main_loss': '0.00773394', 'time_per_step': '2.61926'}
2026-03-06 15:13:42,110 - train_greyscale_FA_MoE.py - {'step': '51800', 'lr': '0.0002', 'total_loss': '0.0104715', 'main_loss': '0.0104715', 'time_per_step': '2.61726'}
2026-03-06 15:18:12,838 - train_greyscale_FA_MoE.py - {'step': '51900', 'lr': '0.0002', 'total_loss': '0.0147065', 'main_loss': '0.0147065', 'time_per_step': '2.60068'}
2026-03-06 15:22:42,914 - train_greyscale_FA_MoE.py - {'step': '52000', 'lr': '0.0002', 'total_loss': '0.00841922', 'main_loss': '0.00841922', 'time_per_step': '2.62513'}
2026-03-06 15:27:13,871 - train_greyscale_FA_MoE.py - {'step': '52100', 'lr': '0.0002', 'total_loss': '0.0105364', 'main_loss': '0.0105364', 'time_per_step': '2.60576'}
2026-03-06 15:31:45,096 - train_greyscale_FA_MoE.py - {'step': '52200', 'lr': '0.0002', 'total_loss': '0.0145939', 'main_loss': '0.0145939', 'time_per_step': '2.6209'}
2026-03-06 15:36:16,283 - train_greyscale_FA_MoE.py - {'step': '52300', 'lr': '0.0002', 'total_loss': '0.0149335', 'main_loss': '0.0149335', 'time_per_step': '2.61455'}
2026-03-06 15:40:46,448 - train_greyscale_FA_MoE.py - {'step': '52400', 'lr': '0.0002', 'total_loss': '0.00802452', 'main_loss': '0.00802452', 'time_per_step': '2.61728'}
2026-03-06 15:45:17,410 - train_greyscale_FA_MoE.py - {'step': '52500', 'lr': '0.0002', 'total_loss': '0.0158166', 'main_loss': '0.0158166', 'time_per_step': '2.61532'}
2026-03-06 15:49:48,741 - train_greyscale_FA_MoE.py - {'step': '52600', 'lr': '0.0002', 'total_loss': '0.0175457', 'main_loss': '0.0175457', 'time_per_step': '2.63119'}
2026-03-06 15:54:18,515 - train_greyscale_FA_MoE.py - {'step': '52700', 'lr': '0.0002', 'total_loss': '0.0106674', 'main_loss': '0.0106674', 'time_per_step': '2.54848'}
2026-03-06 15:58:48,170 - train_greyscale_FA_MoE.py - {'step': '52800', 'lr': '0.0002', 'total_loss': '0.0131142', 'main_loss': '0.0131142', 'time_per_step': '2.5543'}
2026-03-06 16:03:19,678 - train_greyscale_FA_MoE.py - {'step': '52900', 'lr': '0.0002', 'total_loss': '0.0155637', 'main_loss': '0.0155637', 'time_per_step': '2.61446'}
2026-03-06 16:07:50,319 - train_greyscale_FA_MoE.py - {'step': '53000', 'lr': '0.0002', 'total_loss': '0.00860993', 'main_loss': '0.00860993', 'time_per_step': '2.5957'}
2026-03-06 16:12:21,779 - train_greyscale_FA_MoE.py - {'step': '53100', 'lr': '0.0002', 'total_loss': '0.00892502', 'main_loss': '0.00892502', 'time_per_step': '2.62121'}
2026-03-06 16:16:52,662 - train_greyscale_FA_MoE.py - {'step': '53200', 'lr': '0.0002', 'total_loss': '0.0116008', 'main_loss': '0.0116008', 'time_per_step': '2.61128'}
2026-03-06 16:21:23,996 - train_greyscale_FA_MoE.py - {'step': '53300', 'lr': '0.0002', 'total_loss': '0.0102795', 'main_loss': '0.0102795', 'time_per_step': '2.58461'}
2026-03-06 16:25:57,132 - train_greyscale_FA_MoE.py - {'step': '53400', 'lr': '0.0002', 'total_loss': '0.0101195', 'main_loss': '0.0101195', 'time_per_step': '2.68083'}
2026-03-06 16:30:27,473 - train_greyscale_FA_MoE.py - {'step': '53500', 'lr': '0.0002', 'total_loss': '0.0100108', 'main_loss': '0.0100108', 'time_per_step': '2.65538'}
2026-03-06 16:34:59,499 - train_greyscale_FA_MoE.py - {'step': '53600', 'lr': '0.0002', 'total_loss': '0.0132177', 'main_loss': '0.0132177', 'time_per_step': '2.61204'}
2026-03-06 16:39:31,789 - train_greyscale_FA_MoE.py - {'step': '53700', 'lr': '0.0002', 'total_loss': '0.00941724', 'main_loss': '0.00941724', 'time_per_step': '2.62161'}
2026-03-06 16:44:04,308 - train_greyscale_FA_MoE.py - {'step': '53800', 'lr': '0.0002', 'total_loss': '0.0158542', 'main_loss': '0.0158542', 'time_per_step': '2.63722'}
2026-03-06 16:48:34,804 - train_greyscale_FA_MoE.py - {'step': '53900', 'lr': '0.0002', 'total_loss': '0.00802005', 'main_loss': '0.00802005', 'time_per_step': '2.54956'}
2026-03-06 16:53:05,455 - train_greyscale_FA_MoE.py - {'step': '54000', 'lr': '0.0002', 'total_loss': '0.0120131', 'main_loss': '0.0120131', 'time_per_step': '2.54454'}
2026-03-06 16:57:37,446 - train_greyscale_FA_MoE.py - {'step': '54100', 'lr': '0.0002', 'total_loss': '0.00991843', 'main_loss': '0.00991843', 'time_per_step': '2.5995'}
2026-03-06 17:02:10,466 - train_greyscale_FA_MoE.py - {'step': '54200', 'lr': '0.0002', 'total_loss': '0.0100968', 'main_loss': '0.0100968', 'time_per_step': '2.63956'}
2026-03-06 17:06:41,286 - train_greyscale_FA_MoE.py - {'step': '54300', 'lr': '0.0002', 'total_loss': '0.0100156', 'main_loss': '0.0100156', 'time_per_step': '2.62628'}
2026-03-06 17:11:12,315 - train_greyscale_FA_MoE.py - {'step': '54400', 'lr': '0.0002', 'total_loss': '0.0162476', 'main_loss': '0.0162476', 'time_per_step': '2.63295'}
2026-03-06 17:15:42,707 - train_greyscale_FA_MoE.py - {'step': '54500', 'lr': '0.0002', 'total_loss': '0.0129329', 'main_loss': '0.0129329', 'time_per_step': '2.62454'}
2026-03-06 17:20:14,590 - train_greyscale_FA_MoE.py - {'step': '54600', 'lr': '0.0002', 'total_loss': '0.0142713', 'main_loss': '0.0142713', 'time_per_step': '2.61772'}
2026-03-06 17:24:45,893 - train_greyscale_FA_MoE.py - {'step': '54700', 'lr': '0.0002', 'total_loss': '0.0102576', 'main_loss': '0.0102576', 'time_per_step': '2.61883'}
2026-03-06 17:29:16,872 - train_greyscale_FA_MoE.py - {'step': '54800', 'lr': '0.0002', 'total_loss': '0.0110067', 'main_loss': '0.0110067', 'time_per_step': '2.6047'}
2026-03-06 17:33:48,034 - train_greyscale_FA_MoE.py - {'step': '54900', 'lr': '0.0002', 'total_loss': '0.0115113', 'main_loss': '0.0115113', 'time_per_step': '2.59796'}
2026-03-06 17:38:21,383 - train_greyscale_FA_MoE.py - {'step': '55000', 'lr': '0.0002', 'total_loss': '0.0151136', 'main_loss': '0.0151136', 'time_per_step': '2.73615'}
2026-03-06 17:42:52,191 - train_greyscale_FA_MoE.py - {'step': '55100', 'lr': '0.0002', 'total_loss': '0.0132961', 'main_loss': '0.0132961', 'time_per_step': '2.5342'}
2026-03-06 17:47:21,855 - train_greyscale_FA_MoE.py - {'step': '55200', 'lr': '0.0002', 'total_loss': '0.00949241', 'main_loss': '0.00949241', 'time_per_step': '2.52467'}
2026-03-06 17:51:53,801 - train_greyscale_FA_MoE.py - {'step': '55300', 'lr': '0.0002', 'total_loss': '0.0100142', 'main_loss': '0.0100142', 'time_per_step': '2.62265'}
2026-03-06 17:56:25,565 - train_greyscale_FA_MoE.py - {'step': '55400', 'lr': '0.0002', 'total_loss': '0.0125132', 'main_loss': '0.0125132', 'time_per_step': '2.62108'}
2026-03-06 18:00:57,232 - train_greyscale_FA_MoE.py - {'step': '55500', 'lr': '0.0002', 'total_loss': '0.0119874', 'main_loss': '0.0119874', 'time_per_step': '2.74119'}
2026-03-06 18:05:29,551 - train_greyscale_FA_MoE.py - {'step': '55600', 'lr': '0.0002', 'total_loss': '0.0105455', 'main_loss': '0.0105455', 'time_per_step': '2.62928'}
2026-03-06 18:10:01,388 - train_greyscale_FA_MoE.py - {'step': '55700', 'lr': '0.0002', 'total_loss': '0.0127355', 'main_loss': '0.0127355', 'time_per_step': '2.6464'}
2026-03-06 18:14:36,184 - train_greyscale_FA_MoE.py - {'step': '55800', 'lr': '0.0002', 'total_loss': '0.0100677', 'main_loss': '0.0100677', 'time_per_step': '2.64752'}
2026-03-06 18:19:07,798 - train_greyscale_FA_MoE.py - {'step': '55900', 'lr': '0.0002', 'total_loss': '0.0138959', 'main_loss': '0.0138959', 'time_per_step': '2.63944'}
2026-03-06 18:23:39,204 - train_greyscale_FA_MoE.py - {'step': '56000', 'lr': '0.0002', 'total_loss': '0.0138804', 'main_loss': '0.0138804', 'time_per_step': '2.60589'}
2026-03-06 18:28:10,662 - train_greyscale_FA_MoE.py - {'step': '56100', 'lr': '0.0002', 'total_loss': '0.00916993', 'main_loss': '0.00916993', 'time_per_step': '2.63523'}
2026-03-06 18:32:44,552 - train_greyscale_FA_MoE.py - {'step': '56200', 'lr': '0.0002', 'total_loss': '0.0131611', 'main_loss': '0.0131611', 'time_per_step': '2.61393'}
2026-03-06 18:37:17,840 - train_greyscale_FA_MoE.py - {'step': '56300', 'lr': '0.0002', 'total_loss': '0.00953555', 'main_loss': '0.00953555', 'time_per_step': '2.54199'}
2026-03-06 18:41:48,281 - train_greyscale_FA_MoE.py - {'step': '56400', 'lr': '0.0002', 'total_loss': '0.00765857', 'main_loss': '0.00765857', 'time_per_step': '2.53996'}
2026-03-06 18:46:20,947 - train_greyscale_FA_MoE.py - {'step': '56500', 'lr': '0.0002', 'total_loss': '0.0148501', 'main_loss': '0.0148501', 'time_per_step': '2.73497'}
2026-03-06 18:50:52,744 - train_greyscale_FA_MoE.py - {'step': '56600', 'lr': '0.0002', 'total_loss': '0.00899134', 'main_loss': '0.00899134', 'time_per_step': '2.65305'}
2026-03-06 18:55:24,143 - train_greyscale_FA_MoE.py - {'step': '56700', 'lr': '0.0002', 'total_loss': '0.0138235', 'main_loss': '0.0138235', 'time_per_step': '2.62041'}
2026-03-06 18:59:57,492 - train_greyscale_FA_MoE.py - {'step': '56800', 'lr': '0.0002', 'total_loss': '0.0129295', 'main_loss': '0.0129295', 'time_per_step': '2.71967'}
2026-03-06 19:04:29,895 - train_greyscale_FA_MoE.py - {'step': '56900', 'lr': '0.0002', 'total_loss': '0.00798712', 'main_loss': '0.00798712', 'time_per_step': '2.61876'}
2026-03-06 19:09:01,820 - train_greyscale_FA_MoE.py - {'step': '57000', 'lr': '0.0002', 'total_loss': '0.0123568', 'main_loss': '0.0123568', 'time_per_step': '2.64311'}
2026-03-06 19:13:33,659 - train_greyscale_FA_MoE.py - {'step': '57100', 'lr': '0.0002', 'total_loss': '0.0103757', 'main_loss': '0.0103757', 'time_per_step': '2.62369'}
2026-03-06 19:18:05,660 - train_greyscale_FA_MoE.py - {'step': '57200', 'lr': '0.0002', 'total_loss': '0.0133324', 'main_loss': '0.0133324', 'time_per_step': '2.60541'}
2026-03-06 19:22:37,922 - train_greyscale_FA_MoE.py - {'step': '57300', 'lr': '0.0002', 'total_loss': '0.00956596', 'main_loss': '0.00956596', 'time_per_step': '2.61916'}
2026-03-06 19:27:10,717 - train_greyscale_FA_MoE.py - {'step': '57400', 'lr': '0.0002', 'total_loss': '0.0103986', 'main_loss': '0.0103986', 'time_per_step': '2.62633'}
2026-03-06 19:31:41,982 - train_greyscale_FA_MoE.py - {'step': '57500', 'lr': '0.0002', 'total_loss': '0.0131977', 'main_loss': '0.0131977', 'time_per_step': '2.54194'}
2026-03-06 19:36:13,344 - train_greyscale_FA_MoE.py - {'step': '57600', 'lr': '0.0002', 'total_loss': '0.0101982', 'main_loss': '0.0101982', 'time_per_step': '2.5381'}
2026-03-06 19:40:45,572 - train_greyscale_FA_MoE.py - {'step': '57700', 'lr': '0.0002', 'total_loss': '0.0126896', 'main_loss': '0.0126896', 'time_per_step': '2.65636'}
2026-03-06 19:45:16,324 - train_greyscale_FA_MoE.py - {'step': '57800', 'lr': '0.0002', 'total_loss': '0.00836059', 'main_loss': '0.00836059', 'time_per_step': '2.65653'}
2026-03-06 19:49:48,728 - train_greyscale_FA_MoE.py - {'step': '57900', 'lr': '0.0002', 'total_loss': '0.012818', 'main_loss': '0.012818', 'time_per_step': '2.6523'}
2026-03-06 19:54:22,076 - train_greyscale_FA_MoE.py - {'step': '58000', 'lr': '0.0002', 'total_loss': '0.00821072', 'main_loss': '0.00821072', 'time_per_step': '2.64366'}
2026-03-06 19:58:53,239 - train_greyscale_FA_MoE.py - {'step': '58100', 'lr': '0.0002', 'total_loss': '0.0129806', 'main_loss': '0.0129806', 'time_per_step': '2.64979'}
2026-03-06 20:03:24,298 - train_greyscale_FA_MoE.py - {'step': '58200', 'lr': '0.0002', 'total_loss': '0.0112928', 'main_loss': '0.0112928', 'time_per_step': '2.60762'}
2026-03-06 20:07:54,681 - train_greyscale_FA_MoE.py - {'step': '58300', 'lr': '0.0002', 'total_loss': '0.0104302', 'main_loss': '0.0104302', 'time_per_step': '2.61989'}
2026-03-06 20:12:26,344 - train_greyscale_FA_MoE.py - {'step': '58400', 'lr': '0.0002', 'total_loss': '0.0117235', 'main_loss': '0.0117235', 'time_per_step': '2.69542'}
2026-03-06 20:16:57,326 - train_greyscale_FA_MoE.py - {'step': '58500', 'lr': '0.0002', 'total_loss': '0.0125648', 'main_loss': '0.0125648', 'time_per_step': '2.73616'}
2026-03-06 20:21:31,108 - train_greyscale_FA_MoE.py - {'step': '58600', 'lr': '0.0002', 'total_loss': '0.0112992', 'main_loss': '0.0112992', 'time_per_step': '2.64022'}
2026-03-06 20:26:02,536 - train_greyscale_FA_MoE.py - {'step': '58700', 'lr': '0.0002', 'total_loss': '0.0138477', 'main_loss': '0.0138477', 'time_per_step': '2.54083'}
2026-03-06 20:30:34,027 - train_greyscale_FA_MoE.py - {'step': '58800', 'lr': '0.0002', 'total_loss': '0.0108164', 'main_loss': '0.0108164', 'time_per_step': '2.5394'}
2026-03-06 20:35:06,599 - train_greyscale_FA_MoE.py - {'step': '58900', 'lr': '0.0002', 'total_loss': '0.0106071', 'main_loss': '0.0106071', 'time_per_step': '2.63681'}
2026-03-06 20:39:39,359 - train_greyscale_FA_MoE.py - {'step': '59000', 'lr': '0.0002', 'total_loss': '0.0103576', 'main_loss': '0.0103576', 'time_per_step': '2.62312'}
2026-03-06 20:44:10,383 - train_greyscale_FA_MoE.py - {'step': '59100', 'lr': '0.0002', 'total_loss': '0.0129616', 'main_loss': '0.0129616', 'time_per_step': '2.63976'}
2026-03-06 20:48:44,026 - train_greyscale_FA_MoE.py - {'step': '59200', 'lr': '0.0002', 'total_loss': '0.00962065', 'main_loss': '0.00962065', 'time_per_step': '2.60144'}
2026-03-06 20:53:14,640 - train_greyscale_FA_MoE.py - {'step': '59300', 'lr': '0.0002', 'total_loss': '0.0121968', 'main_loss': '0.0121968', 'time_per_step': '2.65431'}
2026-03-06 20:57:46,156 - train_greyscale_FA_MoE.py - {'step': '59400', 'lr': '0.0002', 'total_loss': '0.0128482', 'main_loss': '0.0128482', 'time_per_step': '2.62574'}
2026-03-06 21:02:17,957 - train_greyscale_FA_MoE.py - {'step': '59500', 'lr': '0.0002', 'total_loss': '0.0106953', 'main_loss': '0.0106953', 'time_per_step': '2.66235'}
2026-03-06 21:06:49,102 - train_greyscale_FA_MoE.py - {'step': '59600', 'lr': '0.0002', 'total_loss': '0.0115801', 'main_loss': '0.0115801', 'time_per_step': '2.64147'}
2026-03-06 21:11:20,797 - train_greyscale_FA_MoE.py - {'step': '59700', 'lr': '0.0002', 'total_loss': '0.00710496', 'main_loss': '0.00710496', 'time_per_step': '2.76838'}
2026-03-06 21:15:52,567 - train_greyscale_FA_MoE.py - {'step': '59800', 'lr': '0.0002', 'total_loss': '0.0149554', 'main_loss': '0.0149554', 'time_per_step': '2.67167'}
2026-03-06 21:20:23,657 - train_greyscale_FA_MoE.py - {'step': '59900', 'lr': '0.0002', 'total_loss': '0.0114216', 'main_loss': '0.0114216', 'time_per_step': '2.52459'}
2026-03-06 21:24:54,521 - train_greyscale_FA_MoE.py - {'step': '60000', 'lr': '0.0002', 'total_loss': '0.0110784', 'main_loss': '0.0110784', 'time_per_step': '2.54105'}
2026-03-06 21:29:27,022 - train_greyscale_FA_MoE.py - {'step': '60100', 'lr': '0.0002', 'total_loss': '0.0139794', 'main_loss': '0.0139794', 'time_per_step': '2.68919'}
2026-03-06 21:33:57,087 - train_greyscale_FA_MoE.py - {'step': '60200', 'lr': '0.0002', 'total_loss': '0.0102558', 'main_loss': '0.0102558', 'time_per_step': '2.71302'}
2026-03-06 21:38:30,576 - train_greyscale_FA_MoE.py - {'step': '60300', 'lr': '0.0002', 'total_loss': '0.0104053', 'main_loss': '0.0104053', 'time_per_step': '2.66994'}
2026-03-06 21:43:02,237 - train_greyscale_FA_MoE.py - {'step': '60400', 'lr': '0.0002', 'total_loss': '0.0117579', 'main_loss': '0.0117579', 'time_per_step': '2.64005'}
2026-03-06 21:47:34,078 - train_greyscale_FA_MoE.py - {'step': '60500', 'lr': '0.0002', 'total_loss': '0.0137345', 'main_loss': '0.0137345', 'time_per_step': '2.60942'}
2026-03-06 21:52:05,196 - train_greyscale_FA_MoE.py - {'step': '60600', 'lr': '0.0002', 'total_loss': '0.0118144', 'main_loss': '0.0118144', 'time_per_step': '2.62783'}
2026-03-06 21:56:36,564 - train_greyscale_FA_MoE.py - {'step': '60700', 'lr': '0.0002', 'total_loss': '0.0130157', 'main_loss': '0.0130157', 'time_per_step': '2.62444'}
2026-03-06 22:01:08,219 - train_greyscale_FA_MoE.py - {'step': '60800', 'lr': '0.0002', 'total_loss': '0.0104799', 'main_loss': '0.0104799', 'time_per_step': '2.67143'}
2026-03-06 22:05:39,667 - train_greyscale_FA_MoE.py - {'step': '60900', 'lr': '0.0002', 'total_loss': '0.00713735', 'main_loss': '0.00713735', 'time_per_step': '2.64068'}
2026-03-06 22:10:11,687 - train_greyscale_FA_MoE.py - {'step': '61000', 'lr': '0.0002', 'total_loss': '0.0104624', 'main_loss': '0.0104624', 'time_per_step': '2.63833'}
2026-03-06 22:14:41,830 - train_greyscale_FA_MoE.py - {'step': '61100', 'lr': '0.0002', 'total_loss': '0.0142648', 'main_loss': '0.0142648', 'time_per_step': '2.55292'}
2026-03-06 22:19:12,668 - train_greyscale_FA_MoE.py - {'step': '61200', 'lr': '0.0002', 'total_loss': '0.0122658', 'main_loss': '0.0122658', 'time_per_step': '2.53818'}
2026-03-06 22:23:45,120 - train_greyscale_FA_MoE.py - {'step': '61300', 'lr': '0.0002', 'total_loss': '0.0114346', 'main_loss': '0.0114346', 'time_per_step': '2.64084'}
2026-03-06 22:28:16,482 - train_greyscale_FA_MoE.py - {'step': '61400', 'lr': '0.0002', 'total_loss': '0.00986467', 'main_loss': '0.00986467', 'time_per_step': '2.59898'}
2026-03-06 22:32:49,122 - train_greyscale_FA_MoE.py - {'step': '61500', 'lr': '0.0002', 'total_loss': '0.00927323', 'main_loss': '0.00927323', 'time_per_step': '2.64522'}
2026-03-06 22:37:22,988 - train_greyscale_FA_MoE.py - {'step': '61600', 'lr': '0.0002', 'total_loss': '0.00877963', 'main_loss': '0.00877963', 'time_per_step': '2.63029'}
2026-03-06 22:41:56,079 - train_greyscale_FA_MoE.py - {'step': '61700', 'lr': '0.0002', 'total_loss': '0.00711757', 'main_loss': '0.00711757', 'time_per_step': '2.6723'}
2026-03-06 22:46:26,612 - train_greyscale_FA_MoE.py - {'step': '61800', 'lr': '0.0002', 'total_loss': '0.0147375', 'main_loss': '0.0147375', 'time_per_step': '2.7764'}
2026-03-06 22:50:57,563 - train_greyscale_FA_MoE.py - {'step': '61900', 'lr': '0.0002', 'total_loss': '0.00874624', 'main_loss': '0.00874624', 'time_per_step': '2.69271'}
2026-03-06 22:55:29,365 - train_greyscale_FA_MoE.py - {'step': '62000', 'lr': '0.0002', 'total_loss': '0.0128727', 'main_loss': '0.0128727', 'time_per_step': '2.63801'}
2026-03-06 22:59:59,804 - train_greyscale_FA_MoE.py - {'step': '62100', 'lr': '0.0002', 'total_loss': '0.0112791', 'main_loss': '0.0112791', 'time_per_step': '2.62721'}
2026-03-06 23:04:31,258 - train_greyscale_FA_MoE.py - {'step': '62200', 'lr': '0.0002', 'total_loss': '0.0113555', 'main_loss': '0.0113555', 'time_per_step': '2.65933'}
2026-03-06 23:09:02,375 - train_greyscale_FA_MoE.py - {'step': '62300', 'lr': '0.0002', 'total_loss': '0.0079151', 'main_loss': '0.0079151', 'time_per_step': '2.54363'}
2026-03-06 23:13:33,874 - train_greyscale_FA_MoE.py - {'step': '62400', 'lr': '0.0002', 'total_loss': '0.0141686', 'main_loss': '0.0141686', 'time_per_step': '2.54024'}
